OBJECTID,FEATURETYPE,DESCRIPTON,CLASS,FACILITY_NAME,FACILITY_OPERATIONALSTATUS,FACILITY_ADDRESS,ABS_SUBURB,FACILITY_STATE,ABS_POSTCODE,FACILITY_ATTRIBUTE_SOURCE,FACILITY_ATTRIBUTE_DATE,FACILITY_SOURCE,FACILITY_DATE,FACILITY_SPATIAL_CONFIDENCE,FACILITY_REVISED,COMMENT,FACILITY_LAT,FACILITY_LONG,VALIDATED,GNAF_BUILDING_NAME,GNAF_ADDRESS_DETAIL_PID,GNAF_FORMATTED_ADDRESS,GNAF_CONFIDENCE,GNAF_POSTCODE,GNAF_SUBURB,DISTANCE_TO_GNAF,GNAF_LAT,GNAF_LONG
7798,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,LOCKHART RIVER,OPERATIONAL,,LOCKHART RIVER,QUEENSLAND,4892,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-12.795901,143.333532,,,,,,,,,,
7799,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,BAFFLE,OPERATIONAL,,LOWMEAD,QUEENSLAND,4676,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-24.539382,151.773565,,,,,,,,,,
7800,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MABUIAG ISLAND FIRST RESPONDER,OPERATIONAL,,MABUIAG ISLAND,QUEENSLAND,4875,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-9.949904,142.195401,,,,,,,,,,
7801,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MABUIAG ISLAND,OPERATIONAL,,MABUIAG ISLAND,QUEENSLAND,4875,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-9.9541,142.1918,,,,,,,,,,
7802,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,BUCHAN POINT,OPERATIONAL,,MACALISTER RANGE,QUEENSLAND,4871,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-16.7395,145.662,,,,,,,,,,
7803,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MALANDA STATION,OPERATIONAL,,MALANDA,QUEENSLAND,4885,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-17.352869,145.594863,,,,,,,,,,
7804,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MALENY,OPERATIONAL,,MALENY,QUEENSLAND,4552,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.756822,152.846479,,,,,,,,,,
7805,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MAROOCHYDORE HELICOPTER,OPERATIONAL,,MARCOOLA,QUEENSLAND,4564,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.6086,153.0886,,,,,,,,,,
7806,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MARYBOROUGH,OPERATIONAL,,MARYBOROUGH,QUEENSLAND,4650,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-25.538346,152.692765,,,,,,,,,,
7807,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LOGAN HOSPITAL,OPERATIONAL,,MEADOWBROOK,QUEENSLAND,4131,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.670744,153.140112,,,,,,,,,,
7808,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MEANDARRA STATION,OPERATIONAL,,MEANDARRA,QUEENSLAND,4422,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.323413,149.883188,,,,,,,,,,
7809,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MER ISLAND (MURRAY ISLAND),OPERATIONAL,,MER ISLAND,QUEENSLAND,4875,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-9.921057,144.0481586,,,,,,,,,,
7810,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MIRIAM VALE,OPERATIONAL,,MIRIAM VALE,QUEENSLAND,4677,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-24.327011,151.558433,,,,,,,,,,
7811,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,AURUKUN,OPERATIONAL,,MISSION RIVER,QUEENSLAND,4874,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-13.295905,141.764201,,,,,,,,,,
7812,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MITCHELL,OPERATIONAL,,MITCHELL,QUEENSLAND,4465,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.486656,147.971865,,,,,,,,,,
7813,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MITCHELL,OPERATIONAL,,MITCHELL,QUEENSLAND,4465,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.487896,147.975396,,,,,,,,,,
7814,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,ST PAULS,OPERATIONAL,,MOA ISLAND,QUEENSLAND,4875,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-10.1840655,142.3204089,,,,,,,,,,
7815,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ST PAULS FIRST RESPONDER,OPERATIONAL,,MOA ISLAND,QUEENSLAND,4875,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-10.185863,142.332923,,,,,,,,,,
7816,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,KUBIN,OPERATIONAL,,MOA ISLAND,QUEENSLAND,4875,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-10.1828347,142.2584548,,,,,,,,,,
7817,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MONTO,OPERATIONAL,,MONTO,QUEENSLAND,4630,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-24.865135,151.119977,,,,,,,,,,
7818,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MOORE LINVILLE RURAL,OPERATIONAL,3 MAIN STREET,MOORE,QUEENSLAND,4306,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,,-26.893652337,152.29109592,,,,,,,,,,
7819,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MORANBAH,OPERATIONAL,,MORANBAH,QUEENSLAND,4744,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-22.00037,148.039972,,,,,,,,,,
7820,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MORETON ISLAND (TANGALOOMA),OPERATIONAL,,MORETON ISLAND,QUEENSLAND,4025,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.1754,153.374805,,,,,,,,,,
7821,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KOORINGAL FIRST RESPONDER,OPERATIONAL,,MORETON ISLAND,QUEENSLAND,4025,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.35537,153.419246,,,,,,,,,,
7822,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MORVEN,OPERATIONAL,,MORVEN,QUEENSLAND,4468,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.415806,147.112684,,,,,,,,,,
7823,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MORVEN STATION,OPERATIONAL,,MORVEN,QUEENSLAND,4468,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.4175,147.112832,,,,,,,,,,
7824,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MOTHAR MOUNTAIN TANDUR RURAL,OPERATIONAL,HARTWIG ROAD,MOTHAR MOUNTAIN,QUEENSLAND,4570,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.23570919,152.76468294,,,,,,,,,,
7825,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MOUNT BINGA RURAL,OPERATIONAL,LOT 95 LEASEA MOUNT ROAD,MOUNT BINGA,QUEENSLAND,4306,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.00913,151.98367,,,,,,,,,,
7826,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MOUNT LARCOM,OPERATIONAL,,MOUNT LARCOM,QUEENSLAND,4695,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-23.811357,150.978955,,,,,,,,,,
7827,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MOUNT MORGAN,OPERATIONAL,,MOUNT MORGAN,QUEENSLAND,4714,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-23.64406,150.386464,,,,,,,,,,
7828,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MOUNT MORGAN,OPERATIONAL,,MOUNT MORGAN,QUEENSLAND,4714,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-23.642884,150.38954,,,,,,,,,,
7829,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MOUNT PERRY,OPERATIONAL,,MOUNT PERRY,QUEENSLAND,4671,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-25.1837097,151.6476903,,,,,,,,,,
7830,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MOUNT SURPRISE FIRST RESPONDER,OPERATIONAL,,MOUNT SURPRISE,QUEENSLAND,4871,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-18.147264,144.318332,,,,,,,,,,
7831,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,MUNDUBBERA,OPERATIONAL,,MUNDUBBERA,QUEENSLAND,4626,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-25.58917,151.301364,,,,,,,,,,
7832,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MUNGINDI STATION,OPERATIONAL,,MUNGINDI,QUEENSLAND,2406,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-28.974969,148.983827,,,,,,,,,,
7833,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,NANANGO,OPERATIONAL,,NANANGO,QUEENSLAND,4615,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.673101,152.004723,,,,,,,,,,
7834,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NEBO STATION,OPERATIONAL,,NEBO,QUEENSLAND,4742,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-21.688222,148.691242,,,,,,,,,,
7835,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,NEBO,OPERATIONAL,,NEBO,QUEENSLAND,4742,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-21.6884,148.69237,,,,,,,,,,
7836,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,NORMANTON,OPERATIONAL,,NORMANTON,QUEENSLAND,4890,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-17.6731,141.0792,,,,,,,,,,
7837,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NORMANTON RURAL,OPERATIONAL,THOMPSON STREET,NORMANTON,QUEENSLAND,4890,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-17.673145493,141.07923654,,,,,,,,,,
7838,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TALWOOD STATION,OPERATIONAL,,NORTH TALWOOD,QUEENSLAND,4496,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-28.484317,149.470068,,,,,,,,,,
7839,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,TALWOOD,OPERATIONAL,,NORTH TALWOOD,QUEENSLAND,4496,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-28.373,149.395,,,,,,,,,,
7840,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,TALWOOD FIRST RESPONDER,OPERATIONAL,,NORTH TALWOOD,QUEENSLAND,4496,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-28.486044,149.472191,,,,,,,,,,
7841,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,OPALTON,OPERATIONAL,,OPALTON,QUEENSLAND,4735,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-23.268292,142.797022,,,,,,,,,,
7842,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,PENTLAND,OPERATIONAL,,PENTLAND,QUEENSLAND,4816,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-20.524449,145.394732,,,,,,,,,,
7843,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PERANGA STATION,OPERATIONAL,,PERANGA,QUEENSLAND,4352,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.145713,151.694263,,,,,,,,,,
7844,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,HERVEY BAY,OPERATIONAL,,POINT VERNON,QUEENSLAND,4655,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-25.265258,152.827353,,,,,,,,,,
7845,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,POMONA,OPERATIONAL,,POMONA,QUEENSLAND,4568,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.366668,152.853448,,,,,,,,,,
7846,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORMPURAAW STATION,OPERATIONAL,,PORMPURAAW,QUEENSLAND,4892,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-14.899683,141.616589,,,,,,,,,,
7847,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,PORUMA ISLAND (COCONUT ISLAND),OPERATIONAL,,PORUMA ISLAND,QUEENSLAND,4875,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-10.0497,143.068,,,,,,,,,,
7848,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,PROSTON,OPERATIONAL,,PROSTON,QUEENSLAND,4613,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.165,151.60274,,,,,,,,,,
7849,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,RAVENSWOOD,OPERATIONAL,,RAVENSWOOD,QUEENSLAND,4816,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-20.099724,146.889787,,,,,,,,,,
7850,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ROLLESTON FIRST RESPONDER,OPERATIONAL,,ROLLESTON,QUEENSLAND,4702,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-24.463782,148.622199,,,,,,,,,,
7851,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,ROMA,OPERATIONAL,,ROMA,QUEENSLAND,4455,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.573383,148.786784,,,,,,,,,,
7852,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,AGNES WATER,OPERATIONAL,,ROUND HILL,QUEENSLAND,4677,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-24.240932,151.864227,,,,,,,,,,
7853,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,RUNAWAY BAY,OPERATIONAL,,RUNAWAY BAY,QUEENSLAND,4216,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.913755,153.397099,,,,,,,,,,
7854,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,SOUTHERN MORETON BAY,OPERATIONAL,,RUSSELL ISLAND,QUEENSLAND,4184,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.6501,153.3822,,,,,,,,,,
7855,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,SAIBAI ISLAND,OPERATIONAL,,SAIBAI ISLAND,QUEENSLAND,4875,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-9.391171,142.689305,,,,,,,,,,
7856,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MOUNT KILCOY SANDY CREEK RURAL,OPERATIONAL,621 SANDY CREEK ROAD,SANDY CREEK,QUEENSLAND,4515,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.88026,152.61279,,,,,,,,,,
7857,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,GEMFIELDS RURAL,OPERATIONAL,RUBYVALE ROAD,SAPPHIRE CENTRAL,QUEENSLAND,4702,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-23.464167,147.720617,,,,,,,,,,
7858,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SILVER SPUR RURAL,OPERATIONAL,RALEIGH ROAD,SILVER SPUR,QUEENSLAND,4385,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-28.90029,151.27593,,,,,,,,,,
7859,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SOUTH JOHNSTONE STATION,OPERATIONAL,,SOUTH JOHNSTONE,QUEENSLAND,4859,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-17.601682,145.993213,,,,,,,,,,
7860,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SOUTH JOHNSTONE,OPERATIONAL,,SOUTH JOHNSTONE,QUEENSLAND,4859,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-17.602318,145.99283,,,,,,,,,,
7861,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MACKAY HELICOPTER,OPERATIONAL,,SOUTH MACKAY,QUEENSLAND,4740,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-21.176233,149.181477,,,,,,,,,,
7862,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,VMR SOUTHPORT,OPERATIONAL,,SOUTHPORT,QUEENSLAND,4215,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-27.967479,153.414196,,,,,,,,,,
7863,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ST GEORGE,OPERATIONAL,,ST GEORGE,QUEENSLAND,4487,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-28.033712,148.586052,,,,,,,,,,
7864,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,STANAGE BAY,OPERATIONAL,,STANAGE,QUEENSLAND,4702,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-22.1366,150.0456,,,,,,,,,,
7865,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STANWELL RURAL,OPERATIONAL,STANWELL WAROULA ROAD,STANWELL,QUEENSLAND,4702,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-23.484798109,150.32360234,,,,,,,,,,
7866,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SUGARLOAF RURAL,OPERATIONAL,CORNER OF NEILSENS ROAD AND SUGARL,SUGARLOAF,QUEENSLAND,4380,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-28.697123018,152.00397087,,,,,,,,,,
7867,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,SWEERS ISLAND,OPERATIONAL,,SWEERS ISLAND,QUEENSLAND,4809,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-17.1017235,139.6193623,,,,,,,,,,
7868,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ILKLEY AND DISTRICT RURAL,OPERATIONAL,LOT 36,TANAWHA,QUEENSLAND,4556,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,,NO GNAF POINT,-26.72612,153.04433149,,,,,,,,,,
